,Date,Open,High,Low,Close,Volume
58,2022-03-10,2415.0000,2415.0000,2360.0000,2393.2500,481296
59,2022-03-09,2249.0000,2366.7000,2233.9500,2353.8000,430958
60,2022-03-08,2205.0000,2245.8000,2181.0000,2236.7000,665930
61,2022-03-07,2296.0000,2311.8501,2222.6499,2239.9500,577322
62,2022-03-04,2355.0000,2364.7000,2320.5500,2325.3501,206310
63,2022-03-03,2411.0000,2414.4500,2370.0000,2378.2000,232245
64,2022-03-02,2349.1001,2400.4500,2331.1001,2398.3999,298733
65,2022-02-28,2247.0500,2367.0000,2245.0000,2359.1001,361763
66,2022-02-25,2275.6001,2307.0000,2275.6001,2283.9500,234948
67,2022-02-24,2314.0000,2339.8501,2242.5000,2255.6001,550535
68,2022-02-23,2398.6001,2406.0500,2367.8999,2373.8000,187278
69,2022-02-22,2352.0000,2395.7000,2346.7500,2388.2000,388107
70,2022-02-21,2414.8999,2436.8000,2385.0000,2400.1499,248274
71,2022-02-18,2435.0000,2456.0000,2421.0000,2424.1499,242341
72,2022-02-17,2418.0000,2454.3999,2410.5000,2444.8999,248666
73,2022-02-16,2427.5500,2432.0500,2396.0000,2412.3501,241833
74,2022-02-15,2352.0000,2424.0000,2335.8501,2417.3501,389799
75,2022-02-14,2300.0000,2354.0000,2300.0000,2338.8000,310248
76,2022-02-11,2374.0000,2384.0000,2343.9500,2376.8501,192243
77,2022-02-10,2397.3999,2397.3999,2365.0000,2379.0000,226054
78,2022-02-09,2367.1001,2386.6001,2358.6001,2383.9500,1356126
79,2022-02-08,2333.0000,2359.9500,2310.0000,2355.6001,1601702
80,2022-02-07,2338.0000,2356.8000,2305.0500,2317.6499,1643527
81,2022-02-04,2349.0000,2349.5500,2322.0000,2331.8000,330454
82,2022-02-03,2384.0000,2401.5500,2348.0000,2352.7000,136394
83,2022-02-02,2410.3999,2410.3999,2376.0000,2383.5000,337670
84,2022-02-01,2410.0000,2420.5500,2347.6499,2380.4500,2496945
85,2022-01-31,2355.0000,2406.3501,2355.0000,2386.3501,185589
86,2022-01-28,2365.0000,2372.3999,2329.0000,2335.3999,2787192
87,2022-01-27,2345.0000,2355.5500,2312.0000,2338.2500,385697
88,2022-01-25,2364.7000,2388.6001,2305.0500,2373.7000,439517
89,2022-01-24,2478.1001,2504.1001,2352.7000,2377.5500,579337
90,2022-01-21,2450.1499,2501.9500,2450.1499,2478.1001,320142
91,2022-01-20,2497.0000,2511.2500,2455.0000,2478.8000,202569
92,2022-01-19,2526.3000,2541.6499,2508.8000,2521.3999,132491
93,2022-01-18,2553.0000,2562.8000,2515.5000,2520.8501,194301
94,2022-01-17,2539.6001,2565.0000,2538.7500,2552.3000,102051
95,2022-01-14,2530.0000,2566.5000,2525.8000,2538.7000,233864
96,2022-01-13,2523.7000,2540.9500,2508.8000,2535.3501,272194
97,2022-01-12,2472.4500,2524.3501,2465.3999,2520.6001,196309
98,2022-01-11,2431.1001,2474.1001,2431.1001,2454.8999,334250
99,2022-01-10,2453.9500,2456.4500,2416.5500,2437.6499,166454
100,2022-01-07,2436.0000,2457.6499,2411.5000,2435.9500,371610
101,2022-01-06,2454.0000,2454.0000,2409.0000,2416.6001,311647
102,2022-01-05,2460.1499,2476.3000,2433.0000,2466.0500,256771
103,2022-01-04,2410.0000,2461.9500,2403.0000,2457.7500,559316
104,2022-01-03,2367.5000,2408.9500,2364.9500,2404.3501,272926
105,2021-12-31,2370.0000,2384.3000,2360.0500,2368.1499,181300
106,2021-12-30,2398.0000,2405.2500,2346.0000,2356.4500,395909
107,2021-12-29,2391.8999,2418.3999,2382.4500,2403.0500,136021
108,2021-12-28,2384.0000,2405.0000,2374.3501,2397.7000,100293
109,2021-12-27,2362.8999,2377.7500,2348.9500,2369.8000,79886
110,2021-12-24,2367.0000,2391.8999,2337.6499,2372.2500,182225
111,2021-12-23,2372.0000,2380.0000,2358.9500,2364.6499,127047
112,2021-12-22,2314.5000,2372.0000,2314.5000,2365.9500,244736
113,2021-12-21,2304.6001,2345.0000,2293.0000,2310.1001,165141
114,2021-12-20,2315.0000,2320.8999,2248.0000,2277.2000,1104898
115,2021-12-17,2395.0000,2408.7500,2320.0000,2341.1499,426622
116,2021-12-16,2404.0000,2414.5000,2369.0000,2404.4500,147405
117,2021-12-15,2384.8501,2404.5000,2361.7500,2372.5000,271038
118,2021-12-14,2389.0000,2406.0000,2373.5000,2380.3999,286591
119,2021-12-13,2470.0000,2474.5000,2405.0000,2409.8000,285664
120,2021-12-10,2444.0000,2466.1001,2430.5000,2458.9500,127783
121,2021-12-09,2431.1001,2474.8999,2425.4500,2455.8501,170477
122,2021-12-08,2427.0000,2431.4500,2407.1001,2417.3999,655272
123,2021-12-07,2381.7000,2403.7500,2373.5500,2381.6001,243374
124,2021-12-06,2421.0000,2424.5500,2357.1499,2363.3000,406872
125,2021-12-03,2490.1499,2494.9500,2400.1001,2408.1499,385570
126,2021-12-02,2466.8999,2496.0000,2461.2000,2483.8000,212570
127,2021-12-01,2425.5000,2474.6001,2425.5000,2466.8999,334818
128,2021-11-30,2466.0000,2475.8999,2390.0000,2406.7500,568273
129,2021-11-29,2412.0000,2500.0000,2400.0000,2442.5000,451870
130,2021-11-26,2470.0000,2477.4500,2403.0000,2412.1499,397321
131,2021-11-25,2375.5000,2502.8000,2358.0000,2494.3999,476931
132,2021-11-24,2381.3999,2410.8501,2344.0000,2350.8999,1856369
133,2021-11-23,2339.0000,2401.5000,2309.3999,2386.1499,457139
134,2021-11-22,2440.0000,2446.2500,2351.0000,2363.3999,416968
135,2021-11-18,2459.8999,2489.0000,2450.6001,2472.7500,242463
136,2021-11-17,2499.7000,2500.0000,2460.3501,2464.0500,370002
137,2021-11-16,2573.0000,2576.0000,2495.0000,2512.1001,245061
138,2021-11-15,2600.0000,2602.1001,2570.0000,2578.5500,104839
139,2021-11-12,2560.0000,2598.8000,2557.0000,2592.5000,283433
140,2021-11-11,2549.3999,2571.0000,2535.9500,2554.9500,266898
141,2021-11-10,2518.8999,2558.0000,2503.8501,2549.3999,108322
142,2021-11-09,2502.0000,2528.9500,2486.7000,2520.0500,282251
143,2021-11-08,2510.1001,2522.0000,2457.6499,2502.0000,183715
144,2021-11-04,2494.8999,2505.0000,2490.0500,2498.8000,64847
145,2021-11-03,2504.7500,2520.4500,2461.0000,2483.8501,249022
146,2021-11-02,2551.8999,2551.8999,2497.0000,2500.8999,416615
147,2021-11-01,2531.2000,2555.0000,2494.0000,2537.3501,347023
148,2021-10-29,2586.0000,2595.1499,2502.5500,2537.6001,340018
149,2021-10-28,2621.0000,2637.8000,2591.1001,2599.3501,404017
150,2021-10-27,2659.8000,2677.0000,2620.0000,2632.6499,240760
151,2021-10-26,2614.4500,2668.8501,2603.3501,2661.5000,387791
152,2021-10-25,2699.0000,2699.0000,2570.1001,2601.6499,424305
153,2021-10-22,2623.8000,2664.7000,2611.3999,2627.0500,299137
154,2021-10-21,2725.9500,2725.9500,2603.0000,2623.0000,395833
155,2021-10-20,2740.0000,2744.1001,2691.4500,2699.8999,2747085
156,2021-10-19,2726.0000,2750.0000,2708.0000,2731.5000,108463
157,2021-10-18,2684.0000,2744.9500,2660.0000,2707.0000,161592
158,2021-10-14,2705.0000,2717.7000,2687.1499,2699.8501,152754
159,2021-10-13,2683.0000,2719.5000,2669.0000,2695.8999,229201
160,2021-10-12,2641.0000,2682.7500,2641.0000,2668.5500,129947
161,2021-10-11,2724.7000,2724.7000,2645.0500,2651.1499,2880808
162,2021-10-08,2580.0000,2683.8999,2580.0000,2670.8501,328023
163,2021-10-07,2600.0000,2600.0000,2568.1001,2572.1499,133140
164,2021-10-06,2623.0000,2623.0000,2550.0500,2560.2000,134604
165,2021-10-05,2565.0000,2612.0000,2547.3000,2609.1001,287513
166,2021-10-04,2549.8999,2574.6499,2537.5500,2555.8501,1315342
167,2021-10-01,2506.0000,2539.8501,2495.8501,2522.8501,2866109
168,2021-09-30,2527.8501,2534.1001,2500.7500,2517.0000,270456
169,2021-09-29,2562.0000,2563.8999,2520.0000,2527.2500,2433923
170,2021-09-28,2531.0000,2565.0000,2512.2000,2548.0500,1214524
171,2021-09-27,2484.2000,2529.0000,2475.5000,2525.2000,314356
172,2021-09-24,2500.0000,2504.7000,2472.0000,2482.9500,288081
173,2021-09-23,2445.0000,2496.9500,2445.0000,2489.6499,3174137
174,2021-09-22,2409.0000,2441.2500,2398.1499,2430.6001,272044
175,2021-09-21,2411.0000,2416.0000,2384.6499,2404.1499,376728
176,2021-09-20,2375.0000,2418.0000,2370.0000,2393.8999,215248
177,2021-09-17,2445.0000,2455.8000,2378.8000,2390.3999,231182
178,2021-09-16,2379.0000,2436.0000,2367.0000,2428.1001,408347
179,2021-09-15,2372.0000,2395.2500,2368.8501,2378.9500,76028
180,2021-09-14,2378.0000,2394.0000,2366.1001,2368.3000,241961
181,2021-09-13,2428.0000,2430.0000,2368.1001,2371.5500,224625
182,2021-09-09,2430.9500,2438.3000,2416.0000,2425.4500,102685
183,2021-09-08,2454.0000,2455.0000,2406.1499,2430.6001,233017
184,2021-09-07,2429.1001,2458.0000,2412.0000,2441.3000,276017
185,2021-09-06,2414.0000,2479.8501,2413.3501,2424.5500,601994
186,2021-09-03,2307.5000,2394.3000,2306.8000,2388.2500,543323
187,2021-09-02,2260.0000,2307.0000,2258.4500,2293.6499,293438
188,2021-09-01,2275.0000,2292.8999,2130.0000,2269.7500,299873
189,2021-08-31,2275.2500,2283.0000,2242.5000,2259.3000,376864
190,2021-08-30,2240.0000,2275.0000,2239.6001,2270.0500,161691
191,2021-08-27,2232.0000,2242.3501,2215.8999,2226.7500,178133
192,2021-08-26,2207.0000,2244.8501,2204.8999,2230.6499,213604
193,2021-08-25,2183.7000,2219.8999,2180.0000,2202.3000,208006
194,2021-08-24,2163.8999,2191.8999,2155.4500,2182.8000,270903
195,2021-08-23,2168.0000,2171.9500,2132.4500,2162.3999,133580
196,2021-08-20,2148.0000,2171.7000,2138.0000,2146.2000,254217
197,2021-08-18,2175.0000,2186.0000,2152.7000,2171.5500,148076
198,2021-08-17,2170.0000,2185.0000,2148.3000,2163.9500,183210
199,2021-08-16,2146.5000,2202.0000,2128.7000,2172.4500,361511
200,2021-08-13,2115.8000,2149.8000,2110.1499,2144.7500,208107
201,2021-08-12,2125.0500,2126.7500,2105.3999,2110.2500,235334
202,2021-08-11,2099.0000,2119.5000,2082.5500,2116.1001,346083
203,2021-08-10,2084.7000,2112.8000,2073.5500,2088.3999,415981
204,2021-08-09,2076.2000,2089.5000,2065.8000,2077.2500,236037
205,2021-08-06,2125.2000,2146.0000,2079.2000,2089.0500,336073
206,2021-08-05,2116.8999,2154.6001,2104.3000,2133.3000,357064
207,2021-08-04,2097.6001,2114.1001,2087.0000,2103.5500,297852
208,2021-08-03,2085.0000,2091.2500,2064.1499,2086.8999,318185
209,2021-08-02,2047.2000,2079.0000,2041.0000,2071.5000,406792
210,2021-07-30,2055.2500,2068.1499,2030.4000,2035.4000,228312
211,2021-07-29,2050.0000,2074.3999,2043.7500,2055.2500,142646
212,2021-07-28,2060.1001,2060.1499,2016.6000,2036.8500,207230
213,2021-07-27,2079.0000,2083.5000,2041.2000,2054.3000,271432
214,2021-07-26,2110.0000,2121.6001,2071.7000,2077.7000,378150
215,2021-07-23,2135.0000,2135.0000,2102.8501,2105.2000,253418
216,2021-07-22,2111.2000,2124.1001,2098.8000,2121.0000,170937
217,2021-07-20,2097.3501,2108.1001,2084.0000,2093.6001,262169
218,2021-07-19,2104.0000,2124.0000,2093.0000,2099.1001,1466286
219,2021-07-16,2085.0000,2114.5000,2085.0000,2111.8000,333073
220,2021-07-15,2096.0000,2096.0000,2078.6499,2083.2500,211763
221,2021-07-14,2102.7000,2106.8000,2082.0000,2086.0000,143306
222,2021-07-13,2100.0000,2103.3000,2088.1001,2099.5500,356025
223,2021-07-12,2081.8000,2101.7500,2075.1499,2084.4500,1575869
224,2021-07-09,2086.8999,2091.2000,2065.9500,2073.2000,439784
225,2021-07-08,2115.0000,2115.8000,2081.0000,2092.8999,319555
226,2021-07-07,2126.3501,2127.7500,2098.7000,2110.1499,432960
227,2021-07-06,2150.0000,2150.0500,2121.0000,2125.9500,277840
228,2021-07-05,2137.8000,2153.0000,2131.5000,2149.8999,461608
229,2021-07-02,2099.8999,2133.2500,2094.2500,2129.2000,227146
230,2021-07-01,2114.1001,2122.0000,2094.5500,2097.7500,425382
231,2021-06-30,2095.0000,2123.5000,2091.9500,2110.8999,426251
232,2021-06-29,2089.0000,2109.0000,2083.3000,2087.2000,447665
233,2021-06-28,2124.0000,2127.1001,2081.1001,2086.0000,663274
234,2021-06-25,2159.8000,2159.8000,2081.1499,2104.3000,835596
235,2021-06-24,2214.8000,2215.0000,2140.0000,2153.3501,1045454
236,2021-06-23,2249.0000,2250.0000,2201.4500,2205.1001,674944
237,2021-06-22,2254.7000,2260.7500,2220.0000,2226.0000,271039
238,2021-06-21,2204.3501,2247.7000,2200.9500,2237.6001,243713
239,2021-06-18,2217.2500,2234.9500,2184.2500,2225.0500,267640
240,2021-06-17,2200.2500,2235.0000,2179.8501,2215.5500,351428
241,2021-06-16,2248.0000,2248.0000,2206.7500,2211.6499,497096
242,2021-06-15,2256.2500,2274.5000,2241.2000,2249.7000,634070
243,2021-06-14,2214.0000,2258.3000,2196.0000,2245.3000,386196
244,2021-06-11,2186.7000,2227.8999,2182.7000,2213.0000,229252
245,2021-06-10,2192.2000,2229.9500,2177.2000,2182.7000,268564
246,2021-06-09,2219.8999,2221.6001,2158.2500,2174.7500,359005
247,2021-06-08,2224.6499,2227.0000,2198.3999,2214.7000,152318
248,2021-06-07,2205.8999,2241.8000,2184.6001,2227.3000,615525
249,2021-06-04,2219.0000,2219.0000,2183.8000,2190.6000,261311
250,2021-06-03,2222.0000,2250.0000,2196.1000,2209.2500,760173
251,2021-06-02,2159.9000,2209.9000,2158.5500,2201.3000,400317
252,2021-06-01,2164.1000,2201.7000,2147.3500,2168.2500,916472
253,2021-05-31,2101.0000,2191.5000,2082.0000,2160.4500,2034450
254,2021-05-28,1990.0000,2105.0000,1985.1000,2094.9000,2158323
255,2021-05-27,1970.9000,1992.2000,1963.1000,1978.2000,274228
256,2021-05-26,1984.9000,1984.9000,1966.0000,1969.6500,184227
257,2021-05-25,1990.0500,1997.0000,1960.1000,1964.5000,204518
258,2021-05-24,2007.4000,2009.5000,1981.6000,1985.5500,710011
259,2021-05-21,1995.7000,2009.0000,1980.0000,2000.9000,210603
260,2021-05-20,1996.3500,2010.8000,1981.1000,1985.3000,276354
261,2021-05-19,1982.0000,2016.6000,1972.1000,1996.3500,563712
262,2021-05-18,1978.0000,2002.6500,1972.1000,1987.8000,578117
263,2021-05-17,1938.7000,1963.1500,1931.0000,1960.5500,405141
264,2021-05-14,1925.1000,1941.5000,1906.5000,1936.8500,515884
265,2021-05-12,1934.0000,1934.0000,1907.7500,1913.5500,373114
266,2021-05-11,1917.0000,1938.6500,1910.0500,1933.7000,265869
267,2021-05-10,1943.7500,1946.1000,1920.4000,1925.7000,225581
268,2021-05-07,1940.0000,1955.4500,1925.9000,1931.3000,178669
269,2021-05-06,1926.0000,1934.1500,1907.2500,1929.9000,231521
270,2021-05-05,1919.7000,1937.9000,1908.1500,1919.7500,287285
271,2021-05-04,1954.0000,1967.5000,1911.0000,1916.5500,1021839
272,2021-05-03,1963.7000,1979.0000,1943.7000,1959.2500,693942
273,2021-04-30,2014.7000,2036.4000,1987.4000,1994.4500,321474
274,2021-04-29,2016.6500,2045.0000,2008.0000,2023.2000,253013
275,2021-04-28,1999.4500,2007.4000,1980.7500,1996.0500,442402
276,2021-04-27,1943.0000,1997.5500,1940.9000,1988.9000,348348
277,2021-04-26,1916.2500,1961.0000,1911.8500,1937.4500,1330622
278,2021-04-23,1903.0000,1919.0000,1896.0000,1904.4000,370043
279,2021-04-22,1896.0000,1914.4500,1877.6000,1906.0500,1180007
280,2021-04-20,1914.7000,1919.9000,1890.5500,1901.4000,414659
281,2021-04-19,1901.0000,1916.6000,1891.0000,1902.5500,485900
282,2021-04-16,1944.0000,1949.5000,1926.6000,1934.0000,1494385
283,2021-04-15,1920.5000,1960.6500,1913.6000,1943.9000,328742
284,2021-04-13,1925.0000,1940.1500,1918.3500,1931.9000,265483
285,2021-04-12,1956.0500,1966.2500,1900.5500,1911.3000,666100
286,2021-04-09,2003.0000,2006.8000,1980.1000,1982.6500,241161
287,2021-04-08,2010.0500,2021.1500,1993.5000,2005.0000,1534983
288,2021-04-07,1992.2000,2046.1000,1992.2000,2002.8000,281524
289,2021-04-06,2001.2500,2005.0000,1970.0000,1983.6500,337567
290,2021-04-05,2025.0000,2025.0000,1961.8500,1992.8000,253365
291,2021-04-01,2019.7000,2030.0000,2003.3500,2021.7000,246593
292,2021-03-31,2015.3500,2049.9000,1999.0000,2003.2000,207901
293,2021-03-30,2009.7000,2048.5000,1992.0000,2028.6000,266010
294,2021-03-26,2010.0000,2014.9500,1973.0500,1994.2500,800154
295,2021-03-25,2050.5500,2057.5500,1985.0000,1992.7500,309621
296,2021-03-24,2080.5500,2080.5500,2040.8000,2047.3000,307569
297,2021-03-23,2064.0000,2109.9000,2057.2500,2089.0500,578793
298,2021-03-22,2075.0000,2075.0000,2033.9000,2061.8500,317137
299,2021-03-19,1988.3000,2095.0000,1981.2000,2081.9000,729355
300,2021-03-18,2071.1000,2085.0000,2001.0000,2009.5000,975274
301,2021-03-17,2100.0000,2103.7500,2035.3500,2055.1500,243197
302,2021-03-16,2114.8000,2125.8000,2096.0500,2100.4500,223111
303,2021-03-15,2138.6500,2148.8000,2080.9000,2108.7500,513109
304,2021-03-12,2199.0000,2205.0000,2123.6500,2138.6500,298281
305,2021-03-10,2211.0000,2215.7500,2170.1500,2181.7000,249199
306,2021-03-09,2200.0000,2214.7000,2146.2000,2190.2000,312285
307,2021-03-08,2171.5000,2231.0000,2169.4500,2190.4500,375048
308,2021-03-05,2168.0000,2212.5000,2155.0000,2178.5500,430447
309,2021-03-04,2179.7000,2189.6500,2158.0000,2175.7000,1316695
310,2021-03-03,2121.7000,2220.0000,2107.2000,2201.3500,1101111
311,2021-03-02,2124.0000,2130.0000,2089.2500,2106.2000,269778
312,2021-03-01,2114.4500,2114.4500,2063.2000,2101.1500,366701
313,2021-02-26,2109.0000,2133.4000,2070.1500,2083.8500,902603
314,2021-02-25,2078.0000,2152.2500,2071.0000,2144.8500,2401302
315,2021-02-24,2025.8000,2081.5000,2000.5500,2065.5500,1580996
316,2021-02-23,2028.0000,2053.1000,2013.8000,2024.2500,420916
317,2021-02-22,2080.0000,2089.7000,1995.1000,2007.4000,649015
318,2021-02-19,2065.0000,2104.9500,2058.0000,2080.5500,398673
319,2021-02-18,2085.7500,2107.7000,2059.7000,2065.5000,298538
320,2021-02-17,2058.0000,2095.0000,2050.8500,2082.7500,692483
321,2021-02-16,2040.0000,2079.0000,2037.5000,2059.6500,361465
322,2021-02-15,2049.0000,2060.5500,2025.4000,2032.6000,325784
323,2021-02-12,2059.7000,2077.5000,2015.5500,2041.2500,640628
324,2021-02-11,1977.4500,2062.2000,1971.2000,2055.5500,1942646
325,2021-02-10,1957.7000,1983.9500,1928.0000,1975.2500,470988
326,2021-02-09,1967.7000,1990.0000,1952.0000,1955.9500,602162
327,2021-02-08,1931.2000,1968.2500,1929.0500,1951.5000,702232
328,2021-02-05,1933.0000,1944.2000,1920.0000,1924.0000,322014
329,2021-02-04,1921.0000,1939.7000,1905.0500,1923.9500,1619015
330,2021-02-03,1927.0000,1951.0000,1900.0000,1930.3000,921546
331,2021-02-02,1915.7000,1938.3000,1855.0000,1926.4500,1088933
332,2021-02-01,1845.2000,1904.7000,1845.2000,1895.3500,818509
333,2021-01-29,1896.7000,1911.7500,1830.0000,1843.1500,926815
334,2021-01-28,1879.0000,1923.3500,1870.1500,1876.6000,2069380
335,2021-01-27,1930.2000,1930.2000,1888.0000,1895.2500,1740178
336,2021-01-25,2052.0000,2052.0000,1932.2000,1939.7000,1345520
337,2021-01-22,2114.8000,2115.9000,2035.2000,2049.6500,507943
338,2021-01-21,2082.0000,2119.8000,2075.0000,2097.8500,1545088
339,2021-01-20,2022.5000,2058.0500,2001.2500,2054.8500,488577
340,2021-01-19,1994.0000,2030.9000,1993.6500,2016.3000,591919
341,2021-01-18,1940.0000,1996.6000,1922.6500,1983.5000,1363505
342,2021-01-15,1960.0000,1973.1500,1920.1500,1937.6000,1266407
343,2021-01-14,1939.1000,1966.5000,1936.0500,1960.6000,1829840
344,2021-01-13,1964.8000,1974.9500,1918.6500,1939.1000,474934
345,2021-01-12,1910.0000,1960.0000,1900.0000,1956.6500,497793
346,2021-01-11,1935.0000,1938.9000,1892.2500,1897.0000,415573
347,2021-01-08,1920.9000,1938.2000,1912.7000,1933.0500,299804
348,2021-01-07,1921.9000,1945.2000,1905.6500,1911.0000,564975
349,2021-01-06,1968.0000,1968.0000,1905.0000,1914.1500,864039
350,2021-01-05,1972.0500,1984.0000,1956.0000,1966.0000,338549
351,2021-01-04,1988.5500,1997.9000,1967.9000,1990.6500,345853
352,2021-01-01,1986.1500,1997.3000,1982.3000,1987.1500,157713
353,2020-12-31,1994.7500,2011.0000,1980.0000,1984.6500,465795
354,2020-12-30,1992.5500,2006.8500,1975.9000,1995.5000,224277
355,2020-12-29,2007.3500,2012.8000,1982.6000,1989.2000,250017
356,2020-12-28,2004.1000,2024.9000,1995.6000,2003.2500,335518
357,2020-12-24,1950.8000,1998.6500,1947.0500,1993.9000,289379
358,2020-12-23,1932.8000,1951.2000,1920.0000,1943.8000,299743
359,2020-12-22,1940.0000,1958.4000,1887.7500,1936.6000,972241
360,2020-12-21,2010.0000,2022.0000,1856.0500,1939.7500,1499610
361,2020-12-18,1983.0000,2005.0000,1965.0000,1992.2500,218330
362,2020-12-17,1980.9000,2005.0000,1977.1000,1985.0500,238834
363,2020-12-16,1988.0000,1995.0000,1965.7500,1976.0500,272748
364,2020-12-15,1992.9000,1992.9000,1961.5000,1974.0000,211535
365,2020-12-14,2013.0000,2015.2500,1987.0500,1991.1500,232903
366,2020-12-11,2011.2000,2037.8000,1974.4000,2005.6000,689028
367,2020-12-10,2020.0000,2028.4000,2000.9500,2007.2000,270177
368,2020-12-09,2013.0000,2033.8000,2000.0000,2026.6500,917242
369,2020-12-08,1963.0000,2014.2000,1950.1500,1993.7500,683240
370,2020-12-07,1942.0000,1965.0000,1942.0000,1958.0500,293809
371,2020-12-04,1963.0000,1967.8500,1940.0000,1946.5500,250336
372,2020-12-03,1970.0000,1981.1000,1958.0500,1963.4500,1489127
373,2020-12-02,1962.9500,1962.9500,1935.0000,1957.6000,220138
374,2020-12-01,1935.2500,1965.9000,1931.0000,1954.3000,593339
375,2020-11-27,1941.0000,1955.8500,1921.5500,1929.8500,523191
376,2020-11-26,1950.0500,1964.8500,1930.4000,1953.8000,450855
377,2020-11-25,1980.0000,1992.0000,1942.3000,1947.7500,914063
378,2020-11-24,1962.0000,1973.6000,1931.2000,1965.1000,750504
379,2020-11-23,1929.0000,1970.0000,1927.0000,1950.8000,598632
380,2020-11-20,1977.8000,1984.1000,1894.6000,1899.2000,863183
381,2020-11-19,1986.4000,2010.0000,1968.0000,1972.6500,802733
382,2020-11-18,1997.4500,2006.6500,1961.0000,1987.2000,427982
383,2020-11-17,2084.0000,2084.0000,1985.0000,1992.9000,643296
384,2020-11-13,1990.0000,2036.6500,1981.0000,1996.1000,1825121
385,2020-11-12,1985.0000,2008.3500,1965.0000,1979.8500,711464
